Stimuli
"cs,8,4000,100,0.5,0.02,0.1,0.02"
"cs,8,8000,50,0.5,0.02,0.1,0.02"
"cs,8,16000,25,0.5,0.02,0.1,0.02"
"cs,8,32000,15,0.5,0.02,0.1,0.02"
