S121C	2025-05-22 16:53:05
value unit [W]	time unit [ms]
wavelength	525.000nm
range	AUTO
1.446466E-06	346213
1.447151E-06	346513
1.447342E-06	346813
1.447128E-06	347113
1.448346E-06	347413
1.448523E-06	347713
1.448240E-06	348013
1.448278E-06	348315
1.449340E-06	348615
1.448660E-06	348915
1.450755E-06	349215
1.449872E-06	349515
1.476621E-06	349815
1.499314E-06	350115
1.499982E-06	350415
1.500309E-06	350715
1.499969E-06	351015
1.499933E-06	351315
1.499628E-06	351615
1.500046E-06	351915
1.498914E-06	352215
1.498889E-06	352515
1.499587E-06	352815
1.499227E-06	353115
1.499323E-06	353415
1.498492E-06	353715
1.499016E-06	354015
1.498248E-06	354315
1.500507E-06	354615
1.501071E-06	354915
1.502091E-06	355215
1.503013E-06	355517
1.499546E-06	355817
1.499957E-06	356117
1.500267E-06	356417
1.500453E-06	356717
1.501850E-06	357017
1.501402E-06	357317
1.501066E-06	357617
1.501859E-06	357917
1.502564E-06	358217
1.508200E-06	358524
1.503512E-06	358824
1.503594E-06	359124
1.504162E-06	359424
1.516663E-06	359724
1.557269E-06	360024
1.556985E-06	360324
1.556881E-06	360624
1.556763E-06	360924
1.556483E-06	361224
1.557287E-06	361524
1.557075E-06	361824
1.557117E-06	362124
1.557234E-06	362424
1.557750E-06	362724
1.556962E-06	363025
1.556406E-06	363325
1.556655E-06	363625
1.556433E-06	363925
1.556453E-06	364225
1.556393E-06	364525
1.556170E-06	364825
1.555774E-06	365125
1.556130E-06	365425
1.555902E-06	365725
1.556338E-06	366025
1.556213E-06	366325
1.556067E-06	366625
1.556514E-06	366925
1.556986E-06	367225
1.557263E-06	367525
1.557194E-06	367825
1.557371E-06	368125
1.557346E-06	368425
1.558058E-06	368725
1.557849E-06	369025
1.558501E-06	369325
1.559835E-06	369625
1.600480E-06	369925
1.606959E-06	370226
1.607191E-06	370526
1.606639E-06	370826
1.606870E-06	371126
1.607041E-06	371426
1.607503E-06	371726
1.607681E-06	372026
