S130VC	2025-02-18 15:38:38
value unit [W]	time unit [ms]
wavelength	385.000nm
range	AUTO
9.798425E-04	280
9.802448E-04	580
9.814332E-04	880
9.806401E-04	1180
9.815978E-04	1480
9.806603E-04	1780
9.817485E-04	2080
9.813692E-04	2380
9.803328E-04	2680
9.832681E-04	2980
9.800694E-04	3280
9.832642E-04	3580
9.812805E-04	3880
9.804496E-04	4180
9.835938E-04	4480
9.802745E-04	4780
9.818532E-04	5080
9.832868E-04	5380
9.809375E-04	5680
9.833834E-04	5980
9.822999E-04	6280
9.801359E-04	6580
9.841975E-04	6880
9.802668E-04	7183
9.822962E-04	7483
9.824693E-04	7783
9.816370E-04	8083
9.830254E-04	8383
9.816753E-04	8683
9.825728E-04	8983
9.823077E-04	9283
9.822478E-04	9583
9.827575E-04	9883
9.819764E-04	10183
9.828267E-04	10483
9.820057E-04	10783
9.830659E-04	11083
9.814803E-04	11383
9.832755E-04	11683
9.821284E-04	11983
9.814779E-04	12283
9.842734E-04	12583
2.628093E-04	12883
2.407296E-10	14563
1.523162E-05	15369
1.522674E-05	15669
1.507282E-05	15969
1.547011E-05	16269
1.493980E-05	16569
3.657188E-05	16871
4.495072E-05	17171
4.557223E-05	17471
4.613550E-05	17771
4.447173E-05	18071
4.593224E-05	18371
4.523807E-05	18671
8.222980E-05	18971
8.175853E-05	19271
8.068821E-05	19571
8.175294E-05	19871
8.247748E-05	20171
8.007430E-05	20471
9.587642E-05	20771
1.189188E-04	21071
1.204797E-04	21371
1.205978E-04	21671
1.186824E-04	21971
1.203842E-04	22271
1.209037E-04	22571
1.443002E-04	22871
1.575480E-04	23171
1.569894E-04	23471
1.585584E-04	23771
1.580219E-04	24071
1.582455E-04	24373
1.584350E-04	24673
1.997133E-04	24973
1.970438E-04	25273
1.973645E-04	25573
1.975335E-04	25873
1.968724E-04	26173
1.998673E-04	26473
2.110295E-04	26773
2.369560E-04	27073
2.403359E-04	27373
2.374081E-04	27673
2.377314E-04	27973
2.378775E-04	28273
2.382711E-04	28573
2.672562E-04	28873
2.787901E-04	29173
2.773354E-04	29473
2.811671E-04	29773
2.779653E-04	30073
2.782738E-04	30373
2.790185E-04	30673
3.192765E-04	30973
3.202767E-04	31273
3.190609E-04	31573
3.182686E-04	31873
3.190181E-04	32178
3.210467E-04	32478
3.339411E-04	32778
3.571023E-04	33078
3.576762E-04	33378
3.591115E-04	33693
3.562866E-04	33995
3.607821E-04	34295
3.566555E-04	34595
3.883017E-04	34895
3.990083E-04	35195
4.000972E-04	35495
3.985451E-04	35795
3.979485E-04	36095
3.994702E-04	36395
4.049171E-04	36695
4.388951E-04	36995
4.393173E-04	37295
4.409125E-04	37595
4.411441E-04	37895
4.392885E-04	38195
4.391219E-04	38495
4.578040E-04	38795
4.822084E-04	39095
4.803054E-04	39395
4.800269E-04	39695
4.827059E-04	39997
4.802092E-04	40297
4.824806E-04	40597
5.116080E-04	40897
5.216759E-04	41197
5.251319E-04	41497
5.221016E-04	41797
5.205327E-04	42097
5.245615E-04	42397
5.260578E-04	42697
5.615567E-04	42997
5.620681E-04	43297
5.612954E-04	43597
5.646637E-04	43897
5.614850E-04	44197
5.601922E-04	44497
5.811893E-04	44797
6.033553E-04	45097
6.033089E-04	45397
6.038995E-04	45697
6.028952E-04	45997
6.063379E-04	46297
6.025796E-04	46597
6.327537E-04	46897
6.481764E-04	47197
6.447696E-04	47500
6.455475E-04	47800
6.450629E-04	48100
6.449334E-04	48400
6.510182E-04	48700
6.879563E-04	49000
6.848650E-04	49300
6.892366E-04	49600
6.870895E-04	49900
6.876208E-04	50200
6.870630E-04	50500
7.058389E-04	50800
7.312283E-04	51100
7.295551E-04	51400
7.272520E-04	51700
7.321869E-04	52000
7.286060E-04	52300
7.304623E-04	52600
7.619103E-04	52900
7.704878E-04	53200
7.746941E-04	53500
7.710524E-04	53800
7.705686E-04	54100
7.749543E-04	54400
7.750644E-04	54700
8.131224E-04	55000
8.117856E-04	55302
8.128003E-04	55602
8.142727E-04	55902
8.129906E-04	56202
8.120948E-04	56502
8.326842E-04	56802
8.552835E-04	57102
8.572382E-04	57402
8.548921E-04	57702
8.556059E-04	58002
8.575134E-04	58302
8.555460E-04	58602
8.882592E-04	58902
9.005878E-04	59202
8.981045E-04	59502
9.007786E-04	59802
8.979540E-04	60102
8.987383E-04	60402
9.044847E-04	60702
9.410750E-04	61002
9.418658E-04	61302
9.435119E-04	61602
9.416313E-04	61902
9.440387E-04	62202
9.413137E-04	62502
9.604846E-04	62804
9.884625E-04	63104
9.836341E-04	63404
9.862806E-04	63704
9.878675E-04	64004
9.842244E-04	64304
9.901585E-04	64617
1.019549E-03	64917
1.025077E-03	65217
1.030085E-03	65517
1.025119E-03	65817
1.027889E-03	66118
1.029661E-03	66417
1.031742E-03	66717
1.073569E-03	67017
1.071215E-03	67317
1.069511E-03	67617
1.073007E-03	67917
1.069176E-03	68217
1.071954E-03	68518
1.093410E-03	68817
1.112920E-03	69118
1.116670E-03	69417
1.114926E-03	69717
1.113588E-03	70017
1.115506E-03	70317
1.113274E-03	70620
1.150870E-03	70920
1.159087E-03	71220
1.156717E-03	71520
1.159242E-03	71820
1.158378E-03	72120
1.157452E-03	72420
1.162666E-03	72720
1.187402E-03	73020
1.190203E-03	73320
1.187895E-03	73620
1.187162E-03	73920
1.187499E-03	74220
1.188437E-03	74520
1.186488E-03	74820
1.187265E-03	75120
1.186152E-03	75420
1.188606E-03	75720
1.186021E-03	76020
1.185958E-03	76320
1.185520E-03	76620
1.188408E-03	76920
1.185834E-03	77220
1.185389E-03	77520
1.185637E-03	77820
1.186628E-03	78120
1.185259E-03	78422
1.183683E-03	78722
1.186267E-03	79022
1.184895E-03	79322
1.185562E-03	79622
1.184511E-03	79922
1.183525E-03	80222
1.186044E-03	80522
1.184749E-03	80822
1.183063E-03	81122
1.184514E-03	81422
1.184219E-03	81722
1.184293E-03	82022
1.182941E-03	82322
1.183075E-03	82622
1.184637E-03	82922
1.183258E-03	83222
1.182047E-03	83522
1.183078E-03	83822
1.184141E-03	84122
1.182208E-03	84422
1.183395E-03	84722
1.182003E-03	85022
1.183616E-03	85322
1.182364E-03	85622
1.180881E-03	85924
