Stimuli
"sdt,0,100,500"
"sdt,5,95,500"
"sdt,10,90,500"
"sdt,15,85,500"
"sdt,20,80,500"
"sdt,25,75,500"
"sdt,30,70,500"
"sdt,35,65,500"
"sdt,40,60,500"
"sdt,45,55,500"
"sdt,50,50,500"
"sdt,55,45,500"
"sdt,60,40,500"
"sdt,65,35,500"
"sdt,70,30,500"
"sdt,75,25,500"
"sdt,80,20,500"
"sdt,85,15,500"
"sdt,90,10,500"
"sdt,95,5,500"
"sdt,100,0,500"
